Central NWS Region, Average Temperature
Units: Degrees Fahrenheit
Base Period: 1901-2000
Missing: -99
Date,Value,Anomaly
200802,22.5,-1.4
200803,33.5,-0.3
200804,44.6,-1.4
200805,54.7,-2.1
200806,66.1,-0.1
200807,71.9,0.2
200808,69.4,-0.2
200809,61.3,0.3
200810,49.2,-0.2
200811,37.3,2.5
200812,20.4,-3.2
200901,19.2,-0.5
200902,27.7,3.8
200903,35.4,1.6
200904,45.3,-0.7
200905,57.1,0.3
200906,65.5,-0.7
200907,67.8,-3.9
200908,67.6,-2.0
200909,62.5,1.5
200910,43.4,-6.0
200911,41.5,6.7
200912,20.2,-3.4
201001,20.0,0.3
201002,21.5,-2.4
201003,38.6,4.8
201004,50.9,4.9
201005,56.6,-0.2
201006,68.0,1.8
201007,72.8,1.1
201008,72.4,2.8
201009,61.7,0.7
201010,52.4,3.0
201011,36.4,1.6
201012,22.8,-0.8
201101,18.5,-1.2
201102,22.8,-1.1
201103,34.3,0.5
201104,46.1,0.1
201105,55.2,-1.6
201106,66.9,0.7
201107,75.4,3.7
201108,71.8,2.2
201109,60.5,-0.5
201110,51.4,2.0
201111,38.0,3.2
201112,28.5,4.9
201201,27.9,8.2
201202,29.3,5.4
201203,47.9,14.1
201204,50.5,4.5
201205,60.8,4.0
201206,69.7,3.5
201207,77.0,5.3
201208,70.5,0.9
201209,61.7,0.7
201210,47.6,-1.8
201211,37.8,3.0
201212,27.4,3.8
201301,23.1,3.4
201302,25.0,1.1
201303,30.9,-2.9
201304,41.5,-4.5
201305,57.3,0.5
201306,67.2,1.0
201307,71.2,-0.5
201308,70.5,0.9
201309,64.5,3.5
201310,48.1,-1.3
201311,34.6,-0.2
201312,19.8,-3.8
201401,18.8,-0.9
201402,18.1,-5.8
201403,31.3,-2.5
201404,45.7,-0.3
201405,57.5,0.7
201406,66.7,0.5
201407,69.1,-2.6
201408,69.7,0.1
201409,61.5,0.5
201410,51.1,1.7
201411,30.3,-4.5
201412,28.1,4.5
201501,24.0,4.3
201502,20.3,-3.6
201503,38.2,4.4
201504,48.7,2.7
201505,56.6,-0.2
201506,68.0,1.8
201507,71.2,-0.5
201508,69.1,-0.5
201509,66.3,5.3
201510,52.4,3.0
201511,39.6,4.8
201512,31.2,7.6
201601,23.2,3.5
201602,31.1,7.2
201603,41.4,7.6
201604,47.6,1.6
201605,56.8,0.0
201606,70.0,3.8
201607,72.5,0.8
201608,70.7,1.1
201609,64.1,3.1
201610,53.7,4.3
201611,43.5,8.7
201612,22.8,-0.8
201701,24.1,4.4
201702,33.6,9.7
201703,38.7,4.9
201704,48.9,2.9
201705,56.4,-0.4
201706,68.0,1.8
201707,73.3,1.6
201708,67.4,-2.2
201709,63.2,2.2
201710,50.8,1.4
201711,37.4,2.6
201712,25.2,1.6
201801,22.1,2.4
201802,22.7,-1.2
201803,35.2,1.4
201804,40.6,-5.4
201805,63.4,6.6
201806,69.9,3.7
201807,72.3,0.6
201808,70.2,0.6
201809,63.8,2.8
201810,47.0,-2.4
201811,31.4,-3.4
201812,28.0,4.4
201901,21.6,1.9
201902,18.8,-5.1
201903,31.0,-2.8
201904,47.3,1.3
201905,54.1,-2.7
201906,65.9,-0.3
201907,72.7,1.0
201908,69.5,-0.1
201909,65.6,4.6
201910,45.2,-4.2
201911,33.2,-1.6
201912,28.1,4.5
202001,25.7,6.0
202002,25.9,2.0
202003,39.0,5.2
202004,44.4,-1.6
202005,56.2,-0.6
202006,69.4,3.2
202007,73.5,1.8
202008,71.3,1.7
202009,60.9,-0.1
202010,45.9,-3.5
202011,40.7,5.9
202012,28.8,5.2
202101,26.6,6.9
202102,17.4,-6.5
202103,40.4,6.6
202104,46.2,0.2
202105,56.3,-0.5
202106,70.7,4.5
202107,73.1,1.4
202108,71.8,2.2
202109,65.1,4.1
202110,53.4,4.0
202111,39.1,4.3
202112,31.1,7.5
202201,20.1,0.4
